  6.4666667e+000	  2.4025547e+001	
  6.5000000e+000	  2.3518783e+001	
  6.5333333e+000	  2.3012857e+001	
  6.5666667e+000	  2.2505816e+001	
  6.6000000e+000	  2.1998085e+001	
  6.6333333e+000	  2.1491691e+001	
  6.6666667e+000	  2.0984209e+001	
  6.7000000e+000	  2.0476581e+001	
  6.7333333e+000	  1.9968065e+001	
  6.7666667e+000	  1.9460543e+001	
  6.8000000e+000	  1.8953047e+001	
  6.8333333e+000	  1.8444109e+001	
  6.8666667e+000	  1.7936661e+001	
  6.9000000e+000	  1.7427967e+001	
  6.9333333e+000	  1.6919629e+001	
  6.9666667e+000	  1.6410288e+001	
  7.0000000e+000	  1.5901939e+001	
  7.0333333e+000	  1.5392399e+001	
  7.0666667e+000	  1.4883322e+001	
  7.1000000e+000	  1.4374172e+001	
  7.1333333e+000	  1.3864683e+001	
  7.1666667e+000	  1.3355340e+001	
  7.2000000e+000	  1.2845869e+001	
  7.2333333e+000	  1.2336266e+001	
  7.2666667e+000	  1.1825995e+001	
  7.3000000e+000	  1.1316585e+001	
  7.3333333e+000	  1.0806910e+001	
  7.3666667e+000	  1.0296300e+001	
  7.4000000e+000	  9.7860576e+000	
  7.4333333e+000	  9.2757221e+000	
  7.4666667e+000	  8.7652440e+000	
  7.5000000e+000	  8.2550331e+000	
  7.5333333e+000	  7.7447096e+000	
  7.5666667e+000	  7.2335702e+000	
  7.6000000e+000	  6.7229248e+000	
  7.6333333e+000	  6.2122618e+000	
  7.6666667e+000	  5.7004332e+000	
  7.7000000e+000	  5.1901786e+000	
  7.7333333e+000	  4.6784294e+000	
  7.7666667e+000	  4.1677034e+000	
  7.8000000e+000	  3.6562461e+000	
  7.8333333e+000	  3.1451980e+000	
  7.8666667e+000	  2.6338211e+000	
  7.9000000e+000	  2.1220272e+000	
  7.9333333e+000	  1.6107100e+000	
  7.9666667e+000	  1.0990041e+000	
